employee_id,name,age,role,department,salary,skills,interest,certification,PSA courses attended,job history,years of experience
339,Gerome,56,Employee Relations Officer [HR],[HR],3011.14,"Leadership, Software development, Maritime regulations","Process optimization, Engineering innovation",Bachelor of Arts in Game Design [Degree],Business Presentations,Customs Broker,5
340,Ardelia,40,Budget Officer [Finance],[Finance],3156.74,"Problem-solving, Leadership, Maritime regulations","Software development, Sustainability",Mechanical Engineering [Diploma],Financial Literacy,Operations Manager,4
341,Leonardo,36,Maritime Systems Analyst [IT],[IT],9328.5,"Project management, Technical expertise, Communication","Supply chain efficiency, Process optimization",Bachelor of Engineering (Biomedical Engineering) [Degree],Management Skills,Procurement Specialist,13
342,Zaria,26,Marine Operations Officer [Operations],[Operations],11765.03,"Technical expertise, Software development, Maritime regulations","Process optimization, Safety improvement",Bachelor of Arts with Honours in Criminology and Security [Degree],Management Skills,Operations Manager,2
343,Lois,57,Harbour Master [Operations],[Operations],10317.78,"Project management, Communication, Problem-solving","Supply chain efficiency, Software development",Inter-Disciplinary Double Major [Degree],Negotiation Skills,Customs Broker,10
344,Ciro,24,Fleet Management Officer [Operations],[Operations],8596.21,"Problem-solving, Project management, Maritime regulations","Software development, Sustainability",Bachelor of Engineering (Chemical Engineering) [Degree],Interpersonal Skills,Quality Assurance Specialist,10
345,Craggy,23,Fleet Management Officer [Operations],[Operations],5651.5,"Maritime regulations, Leadership, Communication","Safety improvement, Engineering innovation",Environmental Engineering [Degree],Time Management,Safety Officer,14
346,Lynde,54,Budget Officer [Finance],[Finance],11999.56,"Safety protocols, Technical expertise, Software development","Technology advancements, Supply chain efficiency",Bachelor of Engineering (Biomedical Engineering) [Degree],Business Presentations,Data Analyst,17
347,Ethel,34,Fleet Management Officer [Operations],[Operations],7193.22,"Technical expertise, Problem-solving, Communication","Process optimization, Sustainability",Business [Degree],Time Management,Quality Assurance Specialist,8
348,Yale,18,Human Resource Development Specialist [HR],[HR],3074.21,"Problem-solving, Safety protocols, Leadership","Software development, Process optimization",Maritime Business [Diploma],Business Presentations,Transportation Planner,6
349,Leif,22,Harbour Master [Operations],[Operations],4460.07,"Safety protocols, Project management, Communication","Supply chain efficiency, Sustainability",Bachelor of Engineering with Honours in Naval Architecture [Degree],Management Skills,Project Manager,19
350,Pearle,45,IT Infrastructure Specialist [IT],[IT],5804.25,"Project management, Safety protocols, Technical expertise","Software development, Supply chain efficiency",Food Science & Technology [Diploma],Adaptability,Shipping Clerk,6
351,Bartolemo,58,Maritime Safety Officer [Operations],[Operations],5488.42,"Problem-solving, Leadership, Technical expertise","Sustainability, Technology advancements",Common Business Programme [Diploma],Time Management,Logistics Coordinator,3
352,Timoteo,23,Marine Operations Officer [Operations],[Operations],2559.08,"Software development, Leadership, Technical expertise","Safety improvement, Technology advancements",Engineering with Business [Diploma],Negotiation Skills,Marine Operations Officer,7
353,Fraze,61,Maritime Systems Analyst [IT],[IT],9818.66,"Maritime regulations, Communication, Leadership","Marine technology, Process optimization",Bachelor of Business Administration (Hons) [Degree],Interpersonal Skills,Freight Forwarder,19
354,Forbes,43,Financial Analyst [Finance],[Finance],2124.8,"Problem-solving, Leadership, Maritime regulations","Engineering innovation, Safety improvement",Business [Degree],Financial Literacy,Inventory Manager,8
355,Traci,41,Shipping and Receiving Clerk [Operations],[Operations],4667.51,"Software development, Communication, Leadership","Sustainability, Process optimization",Bachelor of Engineering (Biomedical Engineering) [Degree],Leadership Skills,Maritime Engineer,19
356,Winnie,39,Marine Operations Officer [Operations],[Operations],4996.18,"Leadership, Problem-solving, Communication","Marine technology, Supply chain efficiency",Bachelor of Business Administration (Hons) [Degree],Time Management,Freight Forwarder,18
357,Gracie,56,Logistics Coordinator [Operations],[Operations],11437.5,"Problem-solving, Maritime regulations, Communication","Safety improvement, Marine technology",Bachelor of Arts in Game Design [Degree],Negotiation Skills,Procurement Specialist,6
358,Urbano,22,IT Infrastructure Specialist [IT],[IT],9737.12,"Software development, Project management, Maritime regulations","Engineering innovation, Technology advancements",Electrical & Electronic Engineering [Diploma],Leadership Skills,Warehouse Supervisor,9
359,Boris,50,Budget Officer [Finance],[Finance],2351.04,"Software development, Communication, Maritime regulations","Supply chain efficiency, Sustainability",Bachelor of Science (Occupational Therapy) [Degree],Management Skills,Project Manager,7
360,Lee,28,Employee Relations Officer [HR],[HR],5209.76,"Project management, Problem-solving, Leadership","Technology advancements, Process optimization",Business Administration [Diploma],Interpersonal Skills,Business Analyst,13
361,Vachel,25,Marine Operations Officer [Operations],[Operations],11789.0,"Maritime regulations, Technical expertise, Leadership","Marine technology, Supply chain efficiency",Bachelor of Engineering with Honours in Information & Communications Technology (Information Security) [Degree],Negotiation Skills,Quality Assurance Specialist,19
362,Norah,57,Shipping and Receiving Clerk [Operations],[Operations],5305.22,"Leadership, Communication, Problem-solving","Software development, Supply chain efficiency",Civil Engineering [Diploma],Management Skills,Maritime Engineer,1
363,Carlee,26,Vessel Traffic Services Operator [Operations],[Operations],5298.25,"Maritime regulations, Safety protocols, Communication","Technology advancements, Supply chain efficiency",Mechanical Engineering [Degree],Business Presentations,Project Manager,12
364,Lydia,23,Human Resource Development Specialist [HR],[HR],8787.74,"Project management, Safety protocols, Software development","Software development, Safety improvement",Bachelor of Engineering with Honours in Naval Architecture [Degree],Business Presentations,Data Analyst,4
365,Ginni,28,Fleet Management Officer [Operations],[Operations],4457.88,"Safety protocols, Leadership, Technical expertise","Safety improvement, Technology advancements",Art,Financial Literacy,Project Manager,14
366,Berne,61,Marine Operations Officer [Operations],[Operations],5640.09,"Software development, Maritime regulations, Project management","Software development, Technology advancements",Bachelor of Accountancy with Honours [Degree],Interpersonal Skills,Equipment Operator,18
367,Gottfried,37,Budget Officer [Finance],[Finance],9007.05,"Communication, Maritime regulations, Problem-solving","Supply chain efficiency, Technology advancements",Bachelor of Social Sciences [Degree],Management Skills,Safety Officer,14
368,Timmi,20,Shipping and Receiving Clerk [Operations],[Operations],4050.93,"Problem-solving, Maritime regulations, Communication","Safety improvement, Supply chain efficiency",Human Resource Management with Psychology [Diploma],Business Presentations,Procurement Specialist,3
369,Lewie,26,Logistics Coordinator [Operations],[Operations],7234.2,"Project management, Leadership, Communication","Process optimization, Software development",Media,Leadership Skills,Business Analyst,7
370,Carrissa,21,Fleet Management Officer [Operations],[Operations],6089.82,"Safety protocols, Technical expertise, Project management","Technology advancements, Safety improvement",Chinese [Degree],Critical Thinking,Project Manager,10
371,Millie,35,Marine Operations Officer [Operations],[Operations],9071.19,"Safety protocols, Project management, Software development","Engineering innovation, Sustainability",Optometry [Diploma],Critical Thinking,Equipment Operator,1
372,Lynda,46,Compliance Officer [Admin],[Admin],6203.36,"Project management, Communication, Safety protocols","Safety improvement, Process optimization","",Adaptability,Supply Chain Analyst,20
373,Barnabas,59,Recruitment Specialist [HR],[HR],3078.7,"Leadership, Safety protocols, Technical expertise","Supply chain efficiency, Technology advancements",Bachelor of Dental Surgery [Degree],Business Presentations,Safety Officer,1
374,Jasper,29,Port Planner [Operations],[Operations],4713.52,"Safety protocols, Leadership, Maritime regulations","Marine technology, Safety improvement",Bachelor of Arts with Honours [Degree],Adaptability,Customs Broker,16
375,Gino,26,Budget Officer [Finance],[Finance],7465.95,"Project management, Problem-solving, Leadership","Marine technology, Software development",Mechanical Engineering [Degree],Financial Literacy,Inventory Manager,12
376,Waylen,39,Harbour Master [Operations],[Operations],4105.71,"Project management, Maritime regulations, Problem-solving","Software development, Marine technology",Bachelor of Dental Surgery [Degree],Management Skills,Freight Forwarder,16
377,Taddeusz,22,Financial Analyst [Finance],[Finance],8649.75,"Maritime regulations, Project management, Technical expertise","Software development, Engineering innovation",Mathematical Sciences / Mathematical Sciences and Economics [Degree],Adaptability,Safety Officer,15
378,Steffane,20,Port Planner [Operations],[Operations],4566.52,"Communication, Safety protocols, Software development","Marine technology, Software development",Bachelor of Social Sciences [Degree],Emotional Intelligence,Inventory Manager,2
379,Alfred,35,Compliance Officer [Admin],[Admin],11716.43,"Technical expertise, Safety protocols, Maritime regulations","Engineering innovation, Supply chain efficiency",Bachelor of Science (Hons) [Degree],Time Management,Transportation Planner,5
380,Wyatan,65,Compliance Officer [Admin],[Admin],5647.54,"Maritime regulations, Communication, Problem-solving","Marine technology, Safety improvement",Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering [Degree],Leadership Skills,Supply Chain Analyst,4
381,Adriane,37,Compliance Officer [Admin],[Admin],4930.97,"Communication, Technical expertise, Leadership","Supply chain efficiency, Sustainability",Bachelor of Business Administration (Hons) [Degree],Emotional Intelligence,Freight Forwarder,5
382,Sylvester,21,Harbour Master [Operations],[Operations],4826.09,"Safety protocols, Technical expertise, Project management","Software development, Safety improvement",Bachelor of Science (Occupational Therapy) [Degree],Leadership Skills,Supply Chain Analyst,8
